StartDate,EndDate,Progress,Duration,Finished,RecordedDate,Q1,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q191,Q192
6/5/24 13:02,6/5/24 13:05,100,168,TRUE,6/5/24 13:05,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:05,100,134,TRUE,6/5/24 13:05,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:05,100,212,TRUE,6/5/24 13:05,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:05,100,217,TRUE,6/5/24 13:05,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:03,6/5/24 13:05,100,124,TRUE,6/5/24 13:05,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:05,100,173,TRUE,6/5/24 13:05,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:05,100,204,TRUE,6/5/24 13:05,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:05,100,185,TRUE,6/5/24 13:05,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:05,100,72,TRUE,6/5/24 13:05,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:05,100,138,TRUE,6/5/24 13:05,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:02,6/5/24 13:06,100,225,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:06,100,174,TRUE,6/5/24 13:06,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:06,100,142,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:06,100,125,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:01,6/5/24 13:06,100,249,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:06,100,161,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:06,100,199,TRUE,6/5/24 13:06,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:06,100,148,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:06,100,63,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:06,100,72,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:06,100,170,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:06,100,136,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:02,6/5/24 13:06,100,260,TRUE,6/5/24 13:06,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:06,100,163,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:06,100,268,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:06,100,220,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:06,100,80,TRUE,6/5/24 13:06,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:02,6/5/24 13:06,100,243,TRUE,6/5/24 13:06,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:06,100,120,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:02,6/5/24 13:07,100,296,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:07,100,159,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones
6/5/24 13:01,6/5/24 13:07,100,321,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones
6/5/24 13:03,6/5/24 13:07,100,205,TRUE,6/5/24 13:07,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:07,100,305,TRUE,6/5/24 13:07,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:07,100,172,TRUE,6/5/24 13:07,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:07,100,238,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:07,100,281,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:07,100,100,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:02,6/5/24 13:07,100,283,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:01,6/5/24 13:07,100,355,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones
6/5/24 13:05,6/5/24 13:07,100,105,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:07,100,177,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:07,100,119,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:03,6/5/24 13:07,100,270,TRUE,6/5/24 13:07,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones
6/5/24 13:02,6/5/24 13:07,100,314,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones
6/5/24 13:05,6/5/24 13:08,100,168,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:08,100,162,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:08,100,223,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:08,100,147,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:08,100,213,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:06,6/5/24 13:08,100,89,TRUE,6/5/24 13:08,I consent,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:05,6/5/24 13:08,100,160,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:08,100,226,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:04,6/5/24 13:08,100,228,TRUE,6/5/24 13:08,I consent,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones,The ones in the bottom half – the worse ones
6/5/24 13:06,6/5/24 13:08,100,119,TRUE,6/5/24 13:08,I consent,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the top half – the better ones,The ones in the bottom half – the worse ones
